year,month,harvest_season,nearest_district,district_state,fire_count,weather_station,temperature_2m_max,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,is_kharif_season,is_rabi_season,fire_risk_label,fire_risk_score,lag_fire_count,wind_drought_index
2023,5,rabi,Fatehgarh Sahib,Punjab,18,ludhiana,34.36129032258064,3.648387096774193,15.396774193548387,50.03225806451613,0,1,low,5,9,3.3122831367106174
2024,5,rabi,Fatehgarh Sahib,Punjab,45,ludhiana,40.251612903225805,0.06451612903225806,18.690322580645162,29.225806451612904,0,1,medium,7,18,17.55757575757576
2025,5,rabi,Fatehgarh Sahib,Punjab,37,ludhiana,37.487096774193546,0.9580645161290323,15.983870967741936,49.45161290322581,0,1,medium,6,45,8.163097199341022
2022,10,kharif,Fatehgarh Sahib,Punjab,133,ludhiana,30.019354838709678,0.8580645161290323,10.483870967741936,71.16129032258064,1,0,high,9,113,5.642361111111111
2023,10,kharif,Fatehgarh Sahib,Punjab,47,ludhiana,30.774193548387096,0.5967741935483871,11.516129032258064,67.3225806451613,1,0,medium,7,133,7.212121212121212
2024,10,kharif,Fatehgarh Sahib,Punjab,37,ludhiana,33.39032258064516,0.06451612903225806,11.490322580645161,61.645161290322584,1,0,medium,6,47,10.793939393939395
2025,10,kharif,Fatehgarh Sahib,Punjab,15,ludhiana,30.76774193548387,1.2903225806451613,10.138709677419355,65.93548387096774,1,0,low,5,37,4.426760563380282
2022,11,kharif,Fatehgarh Sahib,Punjab,94,ludhiana,25.543333333333333,0.57,12.72,72.73333333333333,1,0,medium,9,359,8.10191082802548
2023,11,kharif,Fatehgarh Sahib,Punjab,126,ludhiana,26.256666666666668,0.38999999999999996,11.31,72.63333333333334,1,0,high,9,94,8.136690647482016
2024,11,kharif,Fatehgarh Sahib,Punjab,23,ludhiana,26.553333333333335,0.0,8.876666666666667,75.93333333333334,1,0,medium,6,126,8.876666666666667
2025,11,kharif,Fatehgarh Sahib,Punjab,10,ludhiana,25.883333333333333,0.0,9.91,59.9,1,0,low,4,23,9.91
2022,4,rabi,Fazilka,Punjab,99,amritsar,36.96333333333334,0.06333333333333334,13.713333333333333,37.7,0,1,medium,9,34,12.896551724137932
2023,4,rabi,Fazilka,Punjab,8,amritsar,31.723333333333336,1.2433333333333334,14.93,50.86666666666667,0,1,low,3,99,6.655274888558693
2024,4,rabi,Fazilka,Punjab,10,amritsar,31.903333333333332,0.9566666666666667,16.21333333333333,49.333333333333336,0,1,low,4,8,8.286201022146507
2025,4,rabi,Fazilka,Punjab,63,amritsar,37.77333333333333,0.07333333333333333,16.773333333333333,34.13333333333333,0,1,medium,8,10,15.627329192546586
2022,5,rabi,Fazilka,Punjab,62,amritsar,39.07096774193548,0.43870967741935485,17.65806451612903,37.483870967741936,0,1,medium,8,69,12.27354260089686
2023,5,rabi,Fazilka,Punjab,62,amritsar,34.935483870967744,1.432258064516129,15.925806451612903,47.225806451612904,0,1,medium,8,62,6.547745358090186
2024,5,rabi,Fazilka,Punjab,95,amritsar,39.690322580645166,0.0774193548387097,15.387096774193548,32.354838709677416,0,1,medium,9,62,14.281437125748502
2025,5,rabi,Fazilka,Punjab,112,amritsar,37.4741935483871,1.3064516129032258,16.04516129032258,47.193548387096776,0,1,high,9,95,6.956643356643355
2022,10,kharif,Fazilka,Punjab,37,amritsar,30.693548387096776,0.19999999999999998,10.364516129032259,67.16129032258064,1,0,medium,6,90,8.63709677419355
2023,10,kharif,Fazilka,Punjab,14,amritsar,29.316129032258065,1.4580645161290324,11.33548387096774,73.45161290322581,1,0,low,5,37,4.611548556430446
2024,10,kharif,Fazilka,Punjab,12,amritsar,32.21612903225807,0.3258064516129032,9.94516129032258,67.06451612903226,1,0,low,4,14,7.501216545012166
2025,10,kharif,Fazilka,Punjab,43,amritsar,29.86774193548387,2.667741935483871,10.3,69.29032258064517,1,0,medium,7,12,2.808267370272647
2022,11,kharif,Fazilka,Punjab,374,amritsar,24.55666666666667,1.1766666666666665,13.406666666666666,74.1,1,0,high,10,609,6.1592649310872885
2023,11,kharif,Fazilka,Punjab,342,amritsar,24.816666666666666,1.3233333333333333,11.446666666666665,80.66666666666667,1,0,high,10,374,4.926829268292683
2024,11,kharif,Fazilka,Punjab,250,amritsar,26.003333333333334,0.19666666666666668,9.006666666666666,76.33333333333333,1,0,high,10,342,7.526462395543175
2025,11,kharif,Fazilka,Punjab,270,amritsar,24.726666666666667,0.5,8.31,66.23333333333333,1,0,high,10,250,5.54
2022,4,rabi,Ferozepur,Punjab,105,amritsar,36.96333333333334,0.06333333333333334,13.713333333333333,37.7,0,1,high,9,5,12.896551724137932
2024,4,rabi,Ferozepur,Punjab,1,amritsar,31.903333333333332,0.9566666666666667,16.21333333333333,49.333333333333336,0,1,low,0,105,8.286201022146507
2025,4,rabi,Ferozepur,Punjab,25,amritsar,37.77333333333333,0.07333333333333333,16.773333333333333,34.13333333333333,0,1,medium,6,1,15.627329192546586
2022,5,rabi,Ferozepur,Punjab,161,amritsar,39.07096774193548,0.43870967741935485,17.65806451612903,37.483870967741936,0,1,high,9,108,12.27354260089686
2023,5,rabi,Ferozepur,Punjab,86,amritsar,34.935483870967744,1.432258064516129,15.925806451612903,47.225806451612904,0,1,medium,8,161,6.547745358090186
2024,5,rabi,Ferozepur,Punjab,165,amritsar,39.690322580645166,0.0774193548387097,15.387096774193548,32.354838709677416,0,1,high,9,86,14.281437125748502
2025,5,rabi,Ferozepur,Punjab,136,amritsar,37.4741935483871,1.3064516129032258,16.04516129032258,47.193548387096776,0,1,high,9,165,6.956643356643355
2022,10,kharif,Ferozepur,Punjab,293,amritsar,30.693548387096776,0.19999999999999998,10.364516129032259,67.16129032258064,1,0,high,10,343,8.63709677419355
2023,10,kharif,Ferozepur,Punjab,177,amritsar,29.316129032258065,1.4580645161290324,11.33548387096774,73.45161290322581,1,0,high,9,293,4.611548556430446
2024,10,kharif,Ferozepur,Punjab,96,amritsar,32.21612903225807,0.3258064516129032,9.94516129032258,67.06451612903226,1,0,medium,9,177,7.501216545012166
2025,10,kharif,Ferozepur,Punjab,113,amritsar,29.86774193548387,2.667741935483871,10.3,69.29032258064517,1,0,high,9,96,2.808267370272647
2022,11,kharif,Ferozepur,Punjab,400,amritsar,24.55666666666667,1.1766666666666665,13.406666666666666,74.1,1,0,high,10,709,6.1592649310872885
2023,11,kharif,Ferozepur,Punjab,421,amritsar,24.816666666666666,1.3233333333333333,11.446666666666665,80.66666666666667,1,0,high,10,400,4.926829268292683
2024,11,kharif,Ferozepur,Punjab,293,amritsar,26.003333333333334,0.19666666666666668,9.006666666666666,76.33333333333333,1,0,high,10,421,7.526462395543175
2025,11,kharif,Ferozepur,Punjab,133,amritsar,24.726666666666667,0.5,8.31,66.23333333333333,1,0,high,9,293,5.54
2024,5,rabi,Firozabad,Uttar Pradesh,1,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,0,1,19.69716088328076
2025,5,rabi,Firozabad,Uttar Pradesh,1,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,0,1,7.008196721311474
2024,10,kharif,Firozabad,Uttar Pradesh,1,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,low,0,1,11.253968253968255
2025,10,kharif,Firozabad,Uttar Pradesh,1,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,0,1,4.740412979351032
2022,11,kharif,Firozabad,Uttar Pradesh,2,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,1,1,13.156549520766776
2024,11,kharif,Firozabad,Uttar Pradesh,3,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,2,2,10.33
2025,11,kharif,Firozabad,Uttar Pradesh,1,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,0,3,10.934375
2022,4,rabi,Gurdaspur,Punjab,121,amritsar,36.96333333333334,0.06333333333333334,13.713333333333333,37.7,0,1,high,9,9,12.896551724137932
2023,4,rabi,Gurdaspur,Punjab,6,amritsar,31.723333333333336,1.2433333333333334,14.93,50.86666666666667,0,1,low,3,121,6.655274888558693
2024,4,rabi,Gurdaspur,Punjab,4,amritsar,31.903333333333332,0.9566666666666667,16.21333333333333,49.333333333333336,0,1,low,2,6,8.286201022146507
2025,4,rabi,Gurdaspur,Punjab,75,amritsar,37.77333333333333,0.07333333333333333,16.773333333333333,34.13333333333333,0,1,medium,8,4,15.627329192546586
2022,5,rabi,Gurdaspur,Punjab,162,amritsar,39.07096774193548,0.43870967741935485,17.65806451612903,37.483870967741936,0,1,high,9,129,12.27354260089686
2023,5,rabi,Gurdaspur,Punjab,141,amritsar,34.935483870967744,1.432258064516129,15.925806451612903,47.225806451612904,0,1,high,9,162,6.547745358090186
2024,5,rabi,Gurdaspur,Punjab,340,amritsar,39.690322580645166,0.0774193548387097,15.387096774193548,32.354838709677416,0,1,high,10,141,14.281437125748502
2025,5,rabi,Gurdaspur,Punjab,185,amritsar,37.4741935483871,1.3064516129032258,16.04516129032258,47.193548387096776,0,1,high,10,340,6.956643356643355
2022,10,kharif,Gurdaspur,Punjab,102,amritsar,30.693548387096776,0.19999999999999998,10.364516129032259,67.16129032258064,1,0,high,9,83,8.63709677419355
2023,10,kharif,Gurdaspur,Punjab,18,amritsar,29.316129032258065,1.4580645161290324,11.33548387096774,73.45161290322581,1,0,low,5,102,4.611548556430446
2024,10,kharif,Gurdaspur,Punjab,19,amritsar,32.21612903225807,0.3258064516129032,9.94516129032258,67.06451612903226,1,0,low,5,18,7.501216545012166
2025,10,kharif,Gurdaspur,Punjab,12,amritsar,29.86774193548387,2.667741935483871,10.3,69.29032258064517,1,0,low,4,19,2.808267370272647
2022,11,kharif,Gurdaspur,Punjab,15,amritsar,24.55666666666667,1.1766666666666665,13.406666666666666,74.1,1,0,low,5,77,6.1592649310872885
2023,11,kharif,Gurdaspur,Punjab,48,amritsar,24.816666666666666,1.3233333333333333,11.446666666666665,80.66666666666667,1,0,medium,7,15,4.926829268292683
2024,11,kharif,Gurdaspur,Punjab,33,amritsar,26.003333333333334,0.19666666666666668,9.006666666666666,76.33333333333333,1,0,medium,6,48,7.526462395543175
2025,11,kharif,Gurdaspur,Punjab,21,amritsar,24.726666666666667,0.5,8.31,66.23333333333333,1,0,medium,5,33,5.54
2023,4,rabi,Gurugram,Haryana,1,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,0,4,11.922551252847379
2025,4,rabi,Gurugram,Haryana,9,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,low,4,1,9.770526315789473
2024,5,rabi,Gurugram,Haryana,5,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,3,1,19.69716088328076
2025,5,rabi,Gurugram,Haryana,1,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,0,5,7.008196721311474
2024,10,kharif,Gurugram,Haryana,1,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,low,0,1,11.253968253968255
2025,10,kharif,Gurugram,Haryana,1,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,0,1,4.740412979351032
2022,4,rabi,Hardoi,Uttar Pradesh,11,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,low,4,14,18.503333333333334
2023,4,rabi,Hardoi,Uttar Pradesh,1,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,0,11,11.922551252847379
2024,4,rabi,Hardoi,Uttar Pradesh,3,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,low,2,1,15.768292682926832
2025,4,rabi,Hardoi,Uttar Pradesh,4,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,low,2,3,9.770526315789473
2022,5,rabi,Hardoi,Uttar Pradesh,6,karnal,38.38709677419355,1.0129032258064516,17.335483870967742,45.25806451612903,0,1,low,3,2,8.612179487179489
2023,5,rabi,Hardoi,Uttar Pradesh,3,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,1,6,3.9461979913916787
2024,5,rabi,Hardoi,Uttar Pradesh,6,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,3,3,19.69716088328076
2025,5,rabi,Hardoi,Uttar Pradesh,29,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,medium,6,6,7.008196721311474
2024,10,kharif,Hardoi,Uttar Pradesh,4,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,low,2,6,11.253968253968255
2025,10,kharif,Hardoi,Uttar Pradesh,1,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,0,4,4.740412979351032
2022,11,kharif,Hardoi,Uttar Pradesh,6,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,low,3,9,13.156549520766776
2023,11,kharif,Hardoi,Uttar Pradesh,3,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,1,6,6.347490347490349
2024,11,kharif,Hardoi,Uttar Pradesh,5,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,3,3,10.33
2025,11,kharif,Hardoi,Uttar Pradesh,9,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,4,5,10.934375
2023,4,rabi,Hisar,Haryana,2,hisar,33.78333333333333,0.25333333333333335,16.353333333333335,39.06666666666667,0,1,low,1,3,13.047872340425533
2025,4,rabi,Hisar,Haryana,6,hisar,38.983333333333334,0.03666666666666667,15.326666666666666,25.8,0,1,low,3,2,14.784565916398714
2022,5,rabi,Hisar,Haryana,2,hisar,41.42258064516129,0.48709677419354835,20.241935483870968,31.806451612903224,0,1,low,1,4,13.611713665943602
2023,5,rabi,Hisar,Haryana,6,hisar,36.5,2.5161290322580645,18.496774193548386,42.74193548387097,0,1,low,3,2,5.2605504587155965
2024,5,rabi,Hisar,Haryana,8,hisar,41.33548387096774,0.0032258064516129032,18.438709677419357,25.967741935483872,0,1,low,3,6,18.379421221864956
2025,5,rabi,Hisar,Haryana,4,hisar,39.41290322580645,0.36774193548387096,16.50967741935484,40.16129032258065,0,1,low,2,8,12.070754716981133
2022,10,kharif,Hisar,Haryana,1,hisar,31.60967741935484,0.14516129032258066,12.451612903225806,60.25806451612903,1,0,low,0,12,10.873239436619718
2023,10,kharif,Hisar,Haryana,6,hisar,32.148387096774194,0.49677419354838703,12.52258064516129,59.935483870967744,1,0,low,3,1,8.366379310344827
2024,10,kharif,Hisar,Haryana,6,hisar,33.82258064516129,0.0,11.841935483870968,57.83870967741935,1,0,low,3,6,11.841935483870968
2025,10,kharif,Hisar,Haryana,4,hisar,30.91290322580645,0.6612903225806451,10.577419354838709,62.67741935483871,1,0,low,2,6,6.366990291262136
2022,11,kharif,Hisar,Haryana,9,hisar,27.290000000000003,0.029999999999999995,13.110000000000001,60.733333333333334,1,0,low,4,20,12.728155339805827
2023,11,kharif,Hisar,Haryana,5,hisar,26.326666666666664,0.23666666666666666,11.186666666666667,70.83333333333333,1,0,low,3,9,9.045822102425879
2024,11,kharif,Hisar,Haryana,3,hisar,28.243333333333332,0.0,8.933333333333334,62.53333333333333,1,0,low,2,5,8.933333333333334
2025,11,kharif,Hisar,Haryana,13,hisar,26.446666666666665,0.006666666666666667,9.156666666666666,56.666666666666664,1,0,low,4,3,9.096026490066226
2022,4,rabi,Hoshiarpur,Punjab,33,ludhiana,38.93,0.0,18.220000000000002,28.733333333333334,0,1,medium,6,74,18.220000000000002
2023,4,rabi,Hoshiarpur,Punjab,1,ludhiana,32.06333333333333,0.86,15.370000000000001,48.8,0,1,low,0,33,8.263440860215056
2024,4,rabi,Hoshiarpur,Punjab,6,ludhiana,33.34,0.8166666666666667,17.16,42.03333333333333,0,1,low,3,1,9.445871559633028
2025,4,rabi,Hoshiarpur,Punjab,50,ludhiana,37.336666666666666,0.18666666666666665,15.983333333333333,33.53333333333333,0,1,medium,7,6,13.469101123595506
2022,5,rabi,Hoshiarpur,Punjab,66,ludhiana,39.3,1.164516129032258,19.251612903225805,38.516129032258064,0,1,medium,8,64,8.89418777943368
2023,5,rabi,Hoshiarpur,Punjab,36,ludhiana,34.36129032258064,3.648387096774193,15.396774193548387,50.03225806451613,0,1,medium,6,66,3.3122831367106174
2024,5,rabi,Hoshiarpur,Punjab,305,ludhiana,40.251612903225805,0.06451612903225806,18.690322580645162,29.225806451612904,0,1,high,10,36,17.55757575757576
2025,5,rabi,Hoshiarpur,Punjab,32,ludhiana,37.487096774193546,0.9580645161290323,15.983870967741936,49.45161290322581,0,1,medium,6,305,8.163097199341022
2022,10,kharif,Hoshiarpur,Punjab,5,ludhiana,30.019354838709678,0.8580645161290323,10.483870967741936,71.16129032258064,1,0,low,2,7,5.642361111111111
2024,10,kharif,Hoshiarpur,Punjab,2,ludhiana,33.39032258064516,0.06451612903225806,11.490322580645161,61.645161290322584,1,0,low,1,5,10.793939393939395
2025,10,kharif,Hoshiarpur,Punjab,1,ludhiana,30.76774193548387,1.2903225806451613,10.138709677419355,65.93548387096774,1,0,low,0,2,4.426760563380282
2022,11,kharif,Hoshiarpur,Punjab,5,ludhiana,25.543333333333333,0.57,12.72,72.73333333333333,1,0,low,2,20,8.10191082802548
2023,11,kharif,Hoshiarpur,Punjab,3,ludhiana,26.256666666666668,0.38999999999999996,11.31,72.63333333333334,1,0,low,1,5,8.136690647482016
2024,11,kharif,Hoshiarpur,Punjab,7,ludhiana,26.553333333333335,0.0,8.876666666666667,75.93333333333334,1,0,low,3,3,8.876666666666667
2025,11,kharif,Hoshiarpur,Punjab,2,ludhiana,25.883333333333333,0.0,9.91,59.9,1,0,low,1,7,9.91
2022,4,rabi,Jalandhar,Punjab,44,ludhiana,38.93,0.0,18.220000000000002,28.733333333333334,0,1,medium,7,22,18.220000000000002
2024,4,rabi,Jalandhar,Punjab,8,ludhiana,33.34,0.8166666666666667,17.16,42.03333333333333,0,1,low,3,44,9.445871559633028
2025,4,rabi,Jalandhar,Punjab,51,ludhiana,37.336666666666666,0.18666666666666665,15.983333333333333,33.53333333333333,0,1,medium,7,8,13.469101123595506
2022,5,rabi,Jalandhar,Punjab,79,ludhiana,39.3,1.164516129032258,19.251612903225805,38.516129032258064,0,1,medium,8,45,8.89418777943368
2023,5,rabi,Jalandhar,Punjab,53,ludhiana,34.36129032258064,3.648387096774193,15.396774193548387,50.03225806451613,0,1,medium,7,79,3.3122831367106174
2024,5,rabi,Jalandhar,Punjab,115,ludhiana,40.251612903225805,0.06451612903225806,18.690322580645162,29.225806451612904,0,1,high,9,53,17.55757575757576
2025,5,rabi,Jalandhar,Punjab,58,ludhiana,37.487096774193546,0.9580645161290323,15.983870967741936,49.45161290322581,0,1,medium,7,115,8.163097199341022
2022,10,kharif,Jalandhar,Punjab,74,ludhiana,30.019354838709678,0.8580645161290323,10.483870967741936,71.16129032258064,1,0,medium,8,62,5.642361111111111
2023,10,kharif,Jalandhar,Punjab,14,ludhiana,30.774193548387096,0.5967741935483871,11.516129032258064,67.3225806451613,1,0,low,5,74,7.212121212121212
2024,10,kharif,Jalandhar,Punjab,11,ludhiana,33.39032258064516,0.06451612903225806,11.490322580645161,61.645161290322584,1,0,low,4,14,10.793939393939395
2025,10,kharif,Jalandhar,Punjab,3,ludhiana,30.76774193548387,1.2903225806451613,10.138709677419355,65.93548387096774,1,0,low,2,11,4.426760563380282
2022,11,kharif,Jalandhar,Punjab,42,ludhiana,25.543333333333333,0.57,12.72,72.73333333333333,1,0,medium,7,169,8.10191082802548
2023,11,kharif,Jalandhar,Punjab,97,ludhiana,26.256666666666668,0.38999999999999996,11.31,72.63333333333334,1,0,medium,9,42,8.136690647482016
2024,11,kharif,Jalandhar,Punjab,8,ludhiana,26.553333333333335,0.0,8.876666666666667,75.93333333333334,1,0,low,3,97,8.876666666666667
2025,11,kharif,Jalandhar,Punjab,12,ludhiana,25.883333333333333,0.0,9.91,59.9,1,0,low,4,8,9.91
2022,4,rabi,Jhajjar,Haryana,22,hisar,40.193333333333335,0.0,16.696666666666665,18.966666666666665,0,1,medium,5,42,16.696666666666665
2023,4,rabi,Jhajjar,Haryana,1,hisar,33.78333333333333,0.25333333333333335,16.353333333333335,39.06666666666667,0,1,low,0,22,13.047872340425533
2024,4,rabi,Jhajjar,Haryana,2,hisar,35.05,0.056666666666666664,18.776666666666664,32.53333333333333,0,1,low,1,1,17.769716088328074
2025,4,rabi,Jhajjar,Haryana,48,hisar,38.983333333333334,0.03666666666666667,15.326666666666666,25.8,0,1,medium,7,2,14.784565916398714
2023,5,rabi,Jhajjar,Haryana,1,hisar,36.5,2.5161290322580645,18.496774193548386,42.74193548387097,0,1,low,0,4,5.2605504587155965
2024,5,rabi,Jhajjar,Haryana,37,hisar,41.33548387096774,0.0032258064516129032,18.438709677419357,25.967741935483872,0,1,medium,6,1,18.379421221864956
2025,5,rabi,Jhajjar,Haryana,12,hisar,39.41290322580645,0.36774193548387096,16.50967741935484,40.16129032258065,0,1,low,4,37,12.070754716981133
2025,11,kharif,Jhajjar,Haryana,1,hisar,26.446666666666665,0.006666666666666667,9.156666666666666,56.666666666666664,1,0,low,0,2,9.096026490066226
2022,4,rabi,Jind,Haryana,64,hisar,40.193333333333335,0.0,16.696666666666665,18.966666666666665,0,1,medium,8,52,16.696666666666665
2023,4,rabi,Jind,Haryana,4,hisar,33.78333333333333,0.25333333333333335,16.353333333333335,39.06666666666667,0,1,low,2,64,13.047872340425533
2024,4,rabi,Jind,Haryana,3,hisar,35.05,0.056666666666666664,18.776666666666664,32.53333333333333,0,1,low,2,4,17.769716088328074
2025,4,rabi,Jind,Haryana,30,hisar,38.983333333333334,0.03666666666666667,15.326666666666666,25.8,0,1,medium,6,3,14.784565916398714
2022,5,rabi,Jind,Haryana,19,hisar,41.42258064516129,0.48709677419354835,20.241935483870968,31.806451612903224,0,1,low,5,34,13.611713665943602
2023,5,rabi,Jind,Haryana,17,hisar,36.5,2.5161290322580645,18.496774193548386,42.74193548387097,0,1,low,5,19,5.2605504587155965
2024,5,rabi,Jind,Haryana,51,hisar,41.33548387096774,0.0032258064516129032,18.438709677419357,25.967741935483872,0,1,medium,7,17,18.379421221864956
2025,5,rabi,Jind,Haryana,61,hisar,39.41290322580645,0.36774193548387096,16.50967741935484,40.16129032258065,0,1,medium,8,51,12.070754716981133
2022,10,kharif,Jind,Haryana,15,hisar,31.60967741935484,0.14516129032258066,12.451612903225806,60.25806451612903,1,0,low,5,23,10.873239436619718
2023,10,kharif,Jind,Haryana,21,hisar,32.148387096774194,0.49677419354838703,12.52258064516129,59.935483870967744,1,0,medium,5,15,8.366379310344827
2024,10,kharif,Jind,Haryana,4,hisar,33.82258064516129,0.0,11.841935483870968,57.83870967741935,1,0,low,2,21,11.841935483870968
2025,10,kharif,Jind,Haryana,9,hisar,30.91290322580645,0.6612903225806451,10.577419354838709,62.67741935483871,1,0,low,4,4,6.366990291262136
2022,11,kharif,Jind,Haryana,57,hisar,27.290000000000003,0.029999999999999995,13.110000000000001,60.733333333333334,1,0,medium,7,117,12.728155339805827
2023,11,kharif,Jind,Haryana,29,hisar,26.326666666666664,0.23666666666666666,11.186666666666667,70.83333333333333,1,0,medium,6,57,9.045822102425879
2024,11,kharif,Jind,Haryana,46,hisar,28.243333333333332,0.0,8.933333333333334,62.53333333333333,1,0,medium,7,29,8.933333333333334
2025,11,kharif,Jind,Haryana,88,hisar,26.446666666666665,0.006666666666666667,9.156666666666666,56.666666666666664,1,0,medium,8,46,9.096026490066226
2022,4,rabi,Kaithal,Haryana,98,karnal,39.663333333333334,0.0,18.503333333333334,23.2,0,1,medium,9,63,18.503333333333334
2023,4,rabi,Kaithal,Haryana,3,karnal,34.16,0.4633333333333333,17.446666666666665,38.13333333333333,0,1,low,1,98,11.922551252847379
2024,4,rabi,Kaithal,Haryana,6,karnal,34.43333333333333,0.09333333333333334,17.240000000000002,34.5,0,1,low,3,3,15.768292682926832
2025,4,rabi,Kaithal,Haryana,27,karnal,35.71,0.5833333333333334,15.47,40.733333333333334,0,1,medium,6,6,9.770526315789473
2022,5,rabi,Kaithal,Haryana,22,karnal,38.38709677419355,1.0129032258064516,17.335483870967742,45.25806451612903,0,1,medium,5,64,8.612179487179489
2023,5,rabi,Kaithal,Haryana,66,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,medium,8,22,3.9461979913916787
2024,5,rabi,Kaithal,Haryana,109,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,high,9,66,19.69716088328076
2025,5,rabi,Kaithal,Haryana,74,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,medium,8,109,7.008196721311474
2022,10,kharif,Kaithal,Haryana,198,karnal,29.47741935483871,0.8161290322580645,12.741935483870968,72.25806451612904,1,0,high,10,287,7.015985790408526
2023,10,kharif,Kaithal,Haryana,83,karnal,31.27741935483871,0.6774193548387096,12.841935483870968,61.516129032258064,1,0,medium,8,198,7.655769230769232
2024,10,kharif,Kaithal,Haryana,48,karnal,31.93548387096774,0.016129032258064516,11.435483870967742,66.80645161290323,1,0,medium,7,83,11.253968253968255
2025,10,kharif,Kaithal,Haryana,22,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,medium,5,48,4.740412979351032
2022,11,kharif,Kaithal,Haryana,160,karnal,26.813333333333333,0.04333333333333333,13.726666666666667,63.2,1,0,high,9,368,13.156549520766776
2023,11,kharif,Kaithal,Haryana,147,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,high,9,160,6.347490347490349
2024,11,kharif,Kaithal,Haryana,92,karnal,26.89,0.0,10.33,72.76666666666667,1,0,medium,8,147,10.33
2025,11,kharif,Kaithal,Haryana,92,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,medium,8,92,10.934375
2023,5,rabi,Kannauj,Uttar Pradesh,1,karnal,34.88709677419355,3.4967741935483874,17.74516129032258,48.774193548387096,0,1,low,0,1,3.9461979913916787
2024,5,rabi,Kannauj,Uttar Pradesh,3,karnal,40.832258064516125,0.02258064516129032,20.141935483870967,27.903225806451612,0,1,low,2,1,19.69716088328076
2025,5,rabi,Kannauj,Uttar Pradesh,5,karnal,35.41935483870968,1.3612903225806452,16.548387096774192,57.58064516129032,0,1,low,3,3,7.008196721311474
2025,10,kharif,Kannauj,Uttar Pradesh,1,karnal,30.080645161290324,1.1870967741935483,10.36774193548387,69.80645161290323,1,0,low,0,1,4.740412979351032
2023,11,kharif,Kannauj,Uttar Pradesh,1,karnal,26.223333333333336,0.7266666666666667,10.96,71.03333333333333,1,0,low,0,2,6.347490347490349
2024,11,kharif,Kannauj,Uttar Pradesh,8,karnal,26.89,0.0,10.33,72.76666666666667,1,0,low,3,1,10.33
2025,11,kharif,Kannauj,Uttar Pradesh,7,karnal,25.763333333333332,0.06666666666666667,11.663333333333332,63.03333333333333,1,0,low,3,8,10.934375
2022,4,rabi,Kapurthala,Punjab,42,amritsar,36.96333333333334,0.06333333333333334,13.713333333333333,37.7,0,1,medium,7,14,12.896551724137932
2023,4,rabi,Kapurthala,Punjab,2,amritsar,31.723333333333336,1.2433333333333334,14.93,50.86666666666667,0,1,low,1,42,6.655274888558693
2024,4,rabi,Kapurthala,Punjab,2,amritsar,31.903333333333332,0.9566666666666667,16.21333333333333,49.333333333333336,0,1,low,1,2,8.286201022146507
2025,4,rabi,Kapurthala,Punjab,64,amritsar,37.77333333333333,0.07333333333333333,16.773333333333333,34.13333333333333,0,1,medium,8,2,15.627329192546586
